lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,target
0.7032248058943971,0.6647995233988563,0.7667593322728368,0.875937097375719,0.7201340858533698,0.7383206897257055,0.9361136130965042,0.8696753695012416,0.7590194993734322,0.871572442725947,0.7806626211150094
0.6647995233988563,0.7667593322728368,0.875937097375719,0.7201340858533698,0.7383206897257055,0.9361136130965042,0.8696753695012416,0.7590194993734322,0.871572442725947,0.7806626211150094,0.7884866883828265
0.7667593322728368,0.875937097375719,0.7201340858533698,0.7383206897257055,0.9361136130965042,0.8696753695012416,0.7590194993734322,0.871572442725947,0.7806626211150094,0.7884866883828265,0.8657120825041709
0.875937097375719,0.7201340858533698,0.7383206897257055,0.9361136130965042,0.8696753695012416,0.7590194993734322,0.871572442725947,0.7806626211150094,0.7884866883828265,0.8657120825041709,0.6550830988252583
0.7201340858533698,0.7383206897257055,0.9361136130965042,0.8696753695012416,0.7590194993734322,0.871572442725947,0.7806626211150094,0.7884866883828265,0.8657120825041709,0.6550830988252583,0.6772962217396549
0.7383206897257055,0.9361136130965042,0.8696753695012416,0.7590194993734322,0.871572442725947,0.7806626211150094,0.7884866883828265,0.8657120825041709,0.6550830988252583,0.6772962217396549,0.7954644676410054
0.9361136130965042,0.8696753695012416,0.7590194993734322,0.871572442725947,0.7806626211150094,0.7884866883828265,0.8657120825041709,0.6550830988252583,0.6772962217396549,0.7954644676410054,0.7508943500727817
0.8696753695012416,0.7590194993734322,0.871572442725947,0.7806626211150094,0.7884866883828265,0.8657120825041709,0.6550830988252583,0.6772962217396549,0.7954644676410054,0.7508943500727817,0.8827199030101939
0.7590194993734322,0.871572442725947,0.7806626211150094,0.7884866883828265,0.8657120825041709,0.6550830988252583,0.6772962217396549,0.7954644676410054,0.7508943500727817,0.8827199030101939,0.7583018878951171
0.871572442725947,0.7806626211150094,0.7884866883828265,0.8657120825041709,0.6550830988252583,0.6772962217396549,0.7954644676410054,0.7508943500727817,0.8827199030101939,0.7583018878951171,0.7044356852474281
0.7806626211150094,0.7884866883828265,0.8657120825041709,0.6550830988252583,0.6772962217396549,0.7954644676410054,0.7508943500727817,0.8827199030101939,0.7583018878951171,0.7044356852474281,0.9876095489397032
0.7884866883828265,0.8657120825041709,0.6550830988252583,0.6772962217396549,0.7954644676410054,0.7508943500727817,0.8827199030101939,0.7583018878951171,0.7044356852474281,0.9876095489397032,0.8127294769632243
0.8657120825041709,0.6550830988252583,0.6772962217396549,0.7954644676410054,0.7508943500727817,0.8827199030101939,0.7583018878951171,0.7044356852474281,0.9876095489397032,0.8127294769632243,0.835275605885522
0.6550830988252583,0.6772962217396549,0.7954644676410054,0.7508943500727817,0.8827199030101939,0.7583018878951171,0.7044356852474281,0.9876095489397032,0.8127294769632243,0.835275605885522,0.678288494715926
0.6772962217396549,0.7954644676410054,0.7508943500727817,0.8827199030101939,0.7583018878951171,0.7044356852474281,0.9876095489397032,0.8127294769632243,0.835275605885522,0.678288494715926,0.7576639166487136
0.7954644676410054,0.7508943500727817,0.8827199030101939,0.7583018878951171,0.7044356852474281,0.9876095489397032,0.8127294769632243,0.835275605885522,0.678288494715926,0.7576639166487136,0.8137067686859742
0.7508943500727817,0.8827199030101939,0.7583018878951171,0.7044356852474281,0.9876095489397032,0.8127294769632243,0.835275605885522,0.678288494715926,0.7576639166487136,0.8137067686859742,0.6772773158092464
0.8827199030101939,0.7583018878951171,0.7044356852474281,0.9876095489397032,0.8127294769632243,0.835275605885522,0.678288494715926,0.7576639166487136,0.8137067686859742,0.6772773158092464,0.8190358823015484
0.7583018878951171,0.7044356852474281,0.9876095489397032,0.8127294769632243,0.835275605885522,0.678288494715926,0.7576639166487136,0.8137067686859742,0.6772773158092464,0.8190358823015484,0.709896961528484
0.7044356852474281,0.9876095489397032,0.8127294769632243,0.835275605885522,0.678288494715926,0.7576639166487136,0.8137067686859742,0.6772773158092464,0.8190358823015484,0.709896961528484,0.7287700474909357
0.9876095489397032,0.8127294769632243,0.835275605885522,0.678288494715926,0.7576639166487136,0.8137067686859742,0.6772773158092464,0.8190358823015484,0.709896961528484,0.7287700474909357,0.6853097920000811
0.8127294769632243,0.835275605885522,0.678288494715926,0.7576639166487136,0.8137067686859742,0.6772773158092464,0.8190358823015484,0.709896961528484,0.7287700474909357,0.6853097920000811,0.917890137847729
0.835275605885522,0.678288494715926,0.7576639166487136,0.8137067686859742,0.6772773158092464,0.8190358823015484,0.709896961528484,0.7287700474909357,0.6853097920000811,0.917890137847729,0.7182131996819021
0.678288494715926,0.7576639166487136,0.8137067686859742,0.6772773158092464,0.8190358823015484,0.709896961528484,0.7287700474909357,0.6853097920000811,0.917890137847729,0.7182131996819021,0.6004882835546832
0.7576639166487136,0.8137067686859742,0.6772773158092464,0.8190358823015484,0.709896961528484,0.7287700474909357,0.6853097920000811,0.917890137847729,0.7182131996819021,0.6004882835546832,0.7750822169923793
0.8137067686859742,0.6772773158092464,0.8190358823015484,0.709896961528484,0.7287700474909357,0.6853097920000811,0.917890137847729,0.7182131996819021,0.6004882835546832,0.7750822169923793,0.5572582985847134
0.6772773158092464,0.8190358823015484,0.709896961528484,0.7287700474909357,0.6853097920000811,0.917890137847729,0.7182131996819021,0.6004882835546832,0.7750822169923793,0.5572582985847134,0.6867636217643616
0.8190358823015484,0.709896961528484,0.7287700474909357,0.6853097920000811,0.917890137847729,0.7182131996819021,0.6004882835546832,0.7750822169923793,0.5572582985847134,0.6867636217643616,0.45653569859636056
0.709896961528484,0.7287700474909357,0.6853097920000811,0.917890137847729,0.7182131996819021,0.6004882835546832,0.7750822169923793,0.5572582985847134,0.6867636217643616,0.45653569859636056,0.5064694582033552
0.7287700474909357,0.6853097920000811,0.917890137847729,0.7182131996819021,0.6004882835546832,0.7750822169923793,0.5572582985847134,0.6867636217643616,0.45653569859636056,0.5064694582033552,0.6459861178165315
0.6853097920000811,0.917890137847729,0.7182131996819021,0.6004882835546832,0.7750822169923793,0.5572582985847134,0.6867636217643616,0.45653569859636056,0.5064694582033552,0.6459861178165315,0.6874492299631635
0.917890137847729,0.7182131996819021,0.6004882835546832,0.7750822169923793,0.5572582985847134,0.6867636217643616,0.45653569859636056,0.5064694582033552,0.6459861178165315,0.6874492299631635,0.6183938659584184
0.7182131996819021,0.6004882835546832,0.7750822169923793,0.5572582985847134,0.6867636217643616,0.45653569859636056,0.5064694582033552,0.6459861178165315,0.6874492299631635,0.6183938659584184,0.5777567743845216
0.6004882835546832,0.7750822169923793,0.5572582985847134,0.6867636217643616,0.45653569859636056,0.5064694582033552,0.6459861178165315,0.6874492299631635,0.6183938659584184,0.5777567743845216,0.547740885945438
0.7750822169923793,0.5572582985847134,0.6867636217643616,0.45653569859636056,0.5064694582033552,0.6459861178165315,0.6874492299631635,0.6183938659584184,0.5777567743845216,0.547740885945438,0.4190453889005423
0.5572582985847134,0.6867636217643616,0.45653569859636056,0.5064694582033552,0.6459861178165315,0.6874492299631635,0.6183938659584184,0.5777567743845216,0.547740885945438,0.4190453889005423,0.4845242119186195
0.6867636217643616,0.45653569859636056,0.5064694582033552,0.6459861178165315,0.6874492299631635,0.6183938659584184,0.5777567743845216,0.547740885945438,0.4190453889005423,0.4845242119186195,0.5006648420420885
0.45653569859636056,0.5064694582033552,0.6459861178165315,0.6874492299631635,0.6183938659584184,0.5777567743845216,0.547740885945438,0.4190453889005423,0.4845242119186195,0.5006648420420885,0.6433105665000148
0.5064694582033552,0.6459861178165315,0.6874492299631635,0.6183938659584184,0.5777567743845216,0.547740885945438,0.4190453889005423,0.4845242119186195,0.5006648420420885,0.6433105665000148,0.5635158884346964
0.6459861178165315,0.6874492299631635,0.6183938659584184,0.5777567743845216,0.547740885945438,0.4190453889005423,0.4845242119186195,0.5006648420420885,0.6433105665000148,0.5635158884346964,0.3451243638089906
0.6874492299631635,0.6183938659584184,0.5777567743845216,0.547740885945438,0.4190453889005423,0.4845242119186195,0.5006648420420885,0.6433105665000148,0.5635158884346964,0.3451243638089906,0.5468580973827186
0.6183938659584184,0.5777567743845216,0.547740885945438,0.4190453889005423,0.4845242119186195,0.5006648420420885,0.6433105665000148,0.5635158884346964,0.3451243638089906,0.5468580973827186,0.4697340155560651
0.5777567743845216,0.547740885945438,0.4190453889005423,0.4845242119186195,0.5006648420420885,0.6433105665000148,0.5635158884346964,0.3451243638089906,0.5468580973827186,0.4697340155560651,0.43513381159025616
0.547740885945438,0.4190453889005423,0.4845242119186195,0.5006648420420885,0.6433105665000148,0.5635158884346964,0.3451243638089906,0.5468580973827186,0.4697340155560651,0.43513381159025616,0.5593843942146897
0.4190453889005423,0.4845242119186195,0.5006648420420885,0.6433105665000148,0.5635158884346964,0.3451243638089906,0.5468580973827186,0.4697340155560651,0.43513381159025616,0.5593843942146897,0.5975259697242987
0.4845242119186195,0.5006648420420885,0.6433105665000148,0.5635158884346964,0.3451243638089906,0.5468580973827186,0.4697340155560651,0.43513381159025616,0.5593843942146897,0.5975259697242987,0.5845890564076551
