feature_1,feature_2,feature_3,feature_4,target
-0.50183952461055,1.8028572256396647,0.9279757672456204,0.3946339367881464,1.0
-1.375925438230254,-1.3760219186551894,-1.7676655513272022,1.4647045830997407,0.0
0.4044600469728352,0.832290311184182,-1.9176620228167902,1.8796394086479773,0.0
1.329770563201687,-1.1506435572868954,-1.2727001311715975,-1.2663819605862647,0.0
-0.7830310281618491,0.09902572652895136,-0.27221992543153695,-0.8350834392078323,0.0
0.4474115788895179,-1.4420245573918327,-0.8314214058591274,-0.5345526268252332,1.0
-0.17572006313185629,1.1407038455720544,-1.201304871366561,0.05693775365444642,1.0
0.36965827544816987,-1.814198349120009,0.43017940760575346,-1.3179035052508339,0.0
-1.739793628058882,1.795542149013333,1.8625281322982374,1.2335893924658445,0.0
-0.7815449233065173,-1.6093115439744645,0.7369321060486276,-0.2393900250415948,1.0
-1.5118470606208847,-0.01929235955491926,-1.8624459155391264,1.6372816083151283,0.0
-0.9648800735999323,0.6500891374159279,-0.7531556956423562,0.08027208471124325,1.0
0.1868411173731186,-1.2605821778978918,1.8783385110582342,1.1005312934444582,0.0
1.7579957662567565,1.5793094017105953,0.39159991524434057,1.6874969400924673,1.0
-1.646029991792322,-1.2160685503234192,-1.8190908443578477,-0.6986786769469426,0.0
-0.44529084124207197,-0.9146038729044164,1.3149500366077174,-0.5729866932256429,0.0
-0.876261961250477,0.17078433263299386,-1.4363031001009494,1.2087879230161587,0.0
-1.7017974252809167,1.9475477464020692,1.0889790771866297,-1.2051372738633104,1.0
-1.9779115315055904,1.2618457138193366,0.8274293753904685,0.9160286721639492,1.0
1.085081386743783,-1.7038213930636386,-0.5661370858229096,-1.5365237618994811,1.0
1.452413703502374,0.4931925073102317,-0.6764079005894033,-1.7457665988559055,1.0
-0.7560707131373512,-0.6992667118930118,0.9184247133522563,0.5502298854208525,0.0
1.5488509703053062,-0.11114029935220282,-1.5216230162467932,0.85297914889198,1.0
1.0431401944675898,0.24510879027798493,1.083868719818244,-0.024817614542437028,1.0
0.09093131752797623,-0.2898359265658015,-1.8983234930236192,-1.5684342920267822,0.0
-1.874283257253063,0.5456416450551216,-0.7425760756946933,0.03428276465881108,1.0
1.630265895704372,-1.0028310834045002,-0.35846830785748107,1.0222045541721947,1.0
-1.0848073380335101,-1.692080360684828,-0.8409941883449279,-1.3551148509839823,1.0
1.7187906093702923,1.2324815182576678,0.5336150260416939,1.4858423607508708,1.0
1.2146883075964579,-1.2537197644558566,1.570235993959911,0.1573689676626029,1.0
1.2297606206562501,1.584365199693973,-0.7279861001125445,-1.559792301889293,1.0
-1.0882593498322333,-0.29156884549497475,1.2720590636899725,1.4429223330253738,0.0
-1.9721914778752372,0.042989210310262926,-0.33035598740488403,-1.111568758117079,1.0
-1.5205385306652688,-0.6495393143854882,1.7716388156500766,-0.7071882719169791,0.0
0.07516248697346439,0.8120758355807114,-0.5454815904828241,1.8871283308838427,0.0
1.849789179768445,-0.9928708166985434,-0.011005976430458198,-0.7964867607329214,1.0
-0.8606380224901296,-1.8524522105818688,0.4382573359195874,0.010716092915445952,1.0
-1.7940849950000426,-0.8854141430535543,1.6330635438666148,-1.0417524373321103,0.0
-1.4204205116351076,-0.04218895888974794,1.9426018164424028,-1.0317789139539983,0.0
0.6885421896235142,1.0464784613148703,-1.0494498240304013,0.9128653944474383,1.0
-0.5288674691229871,0.5292233223743179,0.5341188430435788,0.1430987362990339,1.0
-1.6388409197823668,1.3412099823569519,-0.7168797401130567,-1.253925958400583,1.0
-1.8368994337809443,0.36357177275296726,0.7102574473691297,-1.9336486842885754,0.0
0.048372233197123915,-1.0940168992082482,0.5806911616377994,-1.3025342839800342,0.0
